Zone Name;Code Alpha;All ranges;Zip code from;Zip code to;;;Zip code from;Zip code to;;;;;;;1;0000
ZONE 3 - VISKAS;LT;0;17048;17099;;;LT-17048;LT-17048
ZONE 2 - KITI;LT;0;17100;17117;;;LT-17100;LT-17100
ZONE 3 - VISKAS;LT;0;17118;17119;;;LT-17118;LT-17118
ZONE 2 - KITI;LT;0;17120;17120;;;LT-17120;LT-17120
ZONE 2 - KITI;LT;0;17121;17121;;;LT-17121;LT-17121
ZONE 3 - VISKAS;LT;0;17122;17123;;;LT-17122;LT-17122
ZONE 2 - KITI;LT;0;17124;17126;;;LT-17124;LT-17124
ZONE 3 - VISKAS;LT;0;17127;17294;;;LT-17127;LT-17127
ZONE 3 - VISKAS;LT;0;17295;18000;;;LT-17295;LT-17295
ZONE 2 - KITI;LT;0;18001;18001;;;LT-18001;LT-18001
ZONE 3 - VISKAS;LT;0;18002;18108;;;LT-18002;LT-18002
ZONE 2 - KITI;LT;0;18109;18118;;;LT-18109;LT-18109
ZONE 3 - VISKAS;LT;0;18119;18122;;;LT-18119;LT-18119
ZONE 2 - KITI;LT;0;18123;18127;;;LT-18123;LT-18123
ZONE 3 - VISKAS;LT;0;18128;18291;;;LT-18128;LT-18128
ZONE 3 - VISKAS;LT;0;18292;19000;;;LT-18292;LT-18292
ZONE 2 - KITI;LT;0;19001;19001;;;LT-19001;LT-19001
ZONE 3 - VISKAS;LT;0;19002;19106;;;LT-19002;LT-19002
ZONE 2 - KITI;LT;0;19107;19127;;;LT-19107;LT-19107
ZONE 3 - VISKAS;LT;0;19128;19235;;;LT-19128;LT-19128
ZONE 3 - VISKAS;LT;0;19236;20000;;;LT-19236;LT-19236
ZONE 2 - KITI;LT;0;20001;20001;;;LT-20001;LT-20001
ZONE 3 - VISKAS;LT;0;20002;20003;;;LT-20002;LT-20002
ZONE 2 - KITI;LT;0;20004;20005;;;LT-20004;LT-20004
ZONE 2 - KITI;LT;0;20006;20012;;;LT-20006;LT-20006
ZONE 3 - VISKAS;LT;0;20013;20014;;;LT-20013;LT-20013
